typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
112,5,8.0,11.5,surprise,casual,62.5
49,4,4.3,0.9,neutral,student,31.0
24,10,9.2,9.8,sad,gamer,100.0
25,4,8.5,5.4,sad,student,66.0
52,1,7.8,2.8,happy,professional,1.5
61,15,4.4,11.5,No face detected,student,82.5
106,4,6.2,2.3,sad,gamer,51.0
50,8,5.9,8.8,No face detected,student,52.0
96,11,2.8,13.0,fear,professional,100.0
14,8,10.6,6.0,angry,professional,100.0
67,14,2.4,5.9,happy,student,66.0
29,2,7.4,2.6,disgust,gamer,58.0
25,13,10.4,4.7,surprise,professional,64.5
111,15,9.3,9.8,disgust,casual,100.0
96,2,3.3,14.8,fear,gamer,98.0
35,8,5.4,11.0,neutral,casual,57.0
27,6,2.8,10.4,No face detected,professional,84.0
91,4,1.4,15.9,disgust,professional,100.0
13,5,9.1,1.8,No face detected,student,62.5
85,3,7.2,11.3,happy,gamer,19.5
81,12,3.1,10.5,surprise,gamer,58.0
66,10,6.0,14.8,surprise,student,55.0
104,10,2.8,7.1,neutral,professional,80.0
41,10,5.7,6.0,happy,professional,35.0
65,14,9.8,1.5,disgust,gamer,66.0
107,12,2.6,8.7,happy,gamer,68.0
63,8,8.6,15.7,happy,gamer,47.0
24,10,4.3,7.6,disgust,student,90.0
85,4,8.1,15.4,disgust,professional,81.0
71,13,10.7,8.5,fear,student,100.0
105,8,8.2,15.5,surprise,casual,77.0
13,11,4.3,8.4,angry,casual,100.0
110,3,10.5,4.2,disgust,gamer,69.5
46,7,10.2,7.8,happy,student,45.5
23,2,10.7,7.8,surprise,casual,48.0
43,9,1.1,10.3,fear,student,98.5
106,3,8.8,12.7,surprise,gamer,54.5
48,5,10.7,5.9,angry,gamer,72.5
112,11,6.4,1.3,surprise,professional,46.5
74,0,9.9,3.4,surprise,professional,20.0
26,9,1.7,8.5,No face detected,professional,88.5
115,5,5.2,3.8,neutral,gamer,47.5
29,10,1.1,13.8,happy,professional,85.0
56,1,2.3,2.2,neutral,casual,56.5
112,7,2.5,3.8,happy,professional,60.5
55,10,6.0,13.2,fear,student,80.0
12,7,8.1,6.6,neutral,professional,65.5
97,2,4.0,14.6,sad,gamer,83.0
113,8,3.6,5.8,angry,professional,100.0
90,5,6.5,11.7,happy,gamer,22.5
47,1,5.5,8.6,surprise,gamer,36.5
13,13,10.7,1.9,sad,student,94.5
50,14,3.7,15.2,surprise,casual,81.0
120,6,7.8,15.7,angry,gamer,89.0
33,10,10.0,1.6,angry,professional,80.0
53,11,7.6,13.5,disgust,casual,86.5
17,6,7.0,6.4,surprise,professional,49.0
103,12,3.8,11.1,neutral,professional,88.0
44,10,3.9,11.9,angry,gamer,100.0
108,3,3.6,13.3,No face detected,gamer,74.5
38,4,9.7,6.1,happy,student,31.0
80,11,8.7,5.1,disgust,casual,96.5
104,10,7.3,14.3,sad,gamer,85.0
26,15,10.9,6.8,angry,professional,100.0
33,14,10.5,10.5,sad,professional,100.0
118,2,6.3,16.0,happy,professional,53.0
87,3,3.6,7.0,sad,professional,74.5
78,12,7.3,6.6,sad,student,73.0
101,9,8.1,1.0,fear,student,88.5
95,3,9.8,13.0,disgust,student,99.5
41,7,5.8,5.1,happy,student,30.5
60,8,2.2,9.9,fear,professional,92.0
44,8,3.4,3.6,surprise,gamer,52.0
79,9,8.8,6.5,happy,student,48.5
116,0,6.9,4.8,sad,casual,65.0
89,12,7.0,15.0,neutral,professional,63.0
93,14,7.7,0.9,disgust,casual,76.0
105,11,5.2,5.5,disgust,professional,86.5
25,7,8.9,4.8,fear,professional,80.5
30,5,6.6,9.0,fear,gamer,82.5
87,5,2.3,15.1,neutral,gamer,67.5
68,13,10.5,6.0,happy,professional,49.5
74,1,10.1,3.7,No face detected,gamer,36.5
32,0,1.4,9.1,No face detected,student,55.0
115,9,4.5,15.7,fear,professional,100.0
66,3,10.1,0.6,angry,gamer,59.5
22,10,6.4,9.8,No face detected,professional,70.0
119,3,2.6,1.7,disgust,gamer,79.5
16,0,1.1,9.3,No face detected,gamer,80.0
98,8,7.7,1.4,surprise,gamer,27.0
103,6,9.6,14.0,No face detected,student,89.0
19,6,9.6,9.8,happy,gamer,64.0
65,3,10.2,15.5,No face detected,student,74.5
59,10,5.4,11.5,fear,professional,85.0
32,3,7.2,15.5,No face detected,student,44.5
58,8,4.6,8.7,No face detected,casual,77.0
54,6,2.5,3.0,neutral,student,44.0
52,14,5.5,9.5,neutral,gamer,56.0
73,7,1.2,9.3,No face detected,student,80.5
25,8,4.2,14.5,No face detected,student,77.0
83,13,3.3,7.8,neutral,casual,94.5
51,11,4.1,10.5,angry,student,86.5
31,7,2.3,11.9,angry,student,90.5
15,6,9.4,11.7,happy,student,64.0
42,4,3.8,1.0,surprise,professional,31.0
63,14,6.9,12.2,disgust,gamer,71.0
112,12,4.5,11.4,sad,professional,100.0
39,6,6.5,12.3,sad,professional,69.0
31,7,6.6,12.8,neutral,gamer,65.5
43,13,2.2,10.9,No face detected,casual,99.5
52,15,1.7,15.6,No face detected,professional,87.5
73,6,5.0,3.0,angry,student,69.0
97,10,5.9,6.5,No face detected,student,75.0
68,12,5.5,7.0,fear,professional,78.0
22,5,4.7,14.0,happy,professional,72.5
113,8,2.3,15.7,surprise,professional,92.0
37,14,7.5,2.0,No face detected,student,36.0
48,9,5.2,5.0,sad,casual,73.5
94,9,1.5,14.4,surprise,student,93.5
78,1,7.0,5.1,neutral,gamer,11.5
65,2,8.2,1.6,neutral,student,33.0
10,11,2.6,8.8,angry,student,100.0
37,6,6.7,6.6,No face detected,student,34.0
78,1,2.7,4.3,surprise,professional,31.5
88,13,4.2,11.4,No face detected,casual,99.5
94,5,10.0,9.1,neutral,casual,82.5
119,15,1.9,9.4,angry,casual,100.0
38,4,5.4,2.7,disgust,casual,46.0
39,12,3.1,9.6,disgust,gamer,100.0
31,0,8.6,15.6,sad,casual,65.0
70,10,10.4,14.7,angry,gamer,95.0
99,12,2.8,11.1,No face detected,student,100.0
36,5,1.3,0.9,angry,casual,72.5
48,7,7.6,15.2,fear,gamer,85.5
100,2,5.6,2.8,disgust,student,68.0
112,13,5.8,12.5,neutral,casual,89.5
94,15,4.6,5.3,No face detected,professional,77.5
91,8,7.6,9.2,neutral,casual,72.0
120,11,9.8,12.3,neutral,gamer,81.5
25,15,6.6,9.1,fear,professional,97.5
19,9,2.2,5.2,happy,student,68.5
21,5,10.6,4.1,neutral,professional,62.5
90,13,5.1,6.9,neutral,student,69.5
107,0,7.9,1.2,neutral,gamer,25.0
26,15,4.7,14.7,happy,gamer,87.5
12,13,2.0,14.8,sad,student,100.0
26,4,1.8,6.6,sad,professional,91.0
107,4,2.9,12.7,sad,casual,100.0
11,13,3.9,9.8,disgust,professional,100.0
26,2,8.3,5.5,neutral,casual,38.0
62,5,6.2,2.3,No face detected,professional,22.5
108,6,4.4,10.5,sad,gamer,84.0
80,9,8.6,12.6,fear,student,100.0
22,4,3.2,3.0,surprise,professional,56.0
26,11,3.8,3.2,fear,professional,96.5
98,13,1.7,7.5,happy,student,84.5
67,14,10.4,1.3,fear,casual,100.0
24,5,8.0,14.6,neutral,gamer,67.5
109,0,9.2,8.9,sad,student,85.0
11,11,4.8,14.6,angry,professional,100.0
38,2,8.5,12.5,No face detected,gamer,68.0
58,9,5.1,6.8,surprise,casual,58.5
64,3,2.6,1.1,No face detected,gamer,44.5
61,1,9.5,14.4,disgust,student,81.5
112,11,6.0,6.3,sad,casual,86.5
24,11,5.2,4.5,surprise,gamer,56.5
66,7,4.2,11.8,disgust,gamer,70.5
99,2,5.4,8.0,sad,professional,68.0
32,10,5.1,3.3,sad,gamer,80.0
11,9,5.2,14.4,sad,professional,100.0
54,13,9.7,14.2,happy,gamer,59.5
82,4,6.2,10.5,fear,gamer,61.0
107,5,7.3,11.7,surprise,professional,52.5
60,10,4.8,7.7,fear,gamer,80.0
58,10,9.9,10.2,angry,gamer,80.0
92,12,4.2,0.6,angry,professional,83.0
50,3,2.8,3.7,No face detected,professional,44.5
27,3,8.6,12.5,fear,casual,79.5
70,9,5.5,9.8,fear,student,88.5
89,2,3.0,6.2,sad,student,83.0
104,11,8.2,3.6,surprise,casual,66.5
108,10,9.2,15.8,sad,professional,100.0
89,13,2.8,9.0,surprise,professional,74.5
95,13,1.6,12.3,fear,casual,100.0
60,4,10.4,10.6,happy,student,46.0
84,6,8.5,12.9,disgust,student,94.0
29,13,3.4,6.3,angry,casual,89.5
87,1,6.5,1.6,fear,gamer,41.5
29,2,7.5,8.6,fear,professional,78.0
87,0,1.4,11.8,disgust,student,95.0
30,11,7.6,4.9,angry,casual,61.5
28,8,4.8,10.7,fear,professional,100.0
97,7,9.3,14.2,happy,student,75.5
70,7,5.3,9.8,fear,professional,75.5
36,9,10.5,15.0,angry,gamer,100.0
98,0,3.9,11.7,disgust,gamer,75.0
70,5,5.3,15.0,fear,gamer,82.5
107,9,5.0,7.8,sad,casual,98.5
76,15,7.3,9.4,fear,gamer,77.5
106,5,11.0,13.1,happy,student,77.5
56,7,1.2,11.1,surprise,gamer,55.5
98,11,10.7,15.1,angry,student,100.0
81,14,3.4,2.9,surprise,casual,71.0
50,0,4.9,14.4,disgust,gamer,70.0
58,10,2.1,2.9,angry,casual,95.0
46,5,10.7,12.6,fear,casual,100.0
105,7,1.4,4.9,fear,casual,100.0
50,9,2.4,3.8,angry,gamer,73.5
111,15,4.2,10.2,fear,casual,100.0
119,3,7.6,5.4,fear,gamer,64.5
15,3,3.4,11.6,surprise,gamer,69.5
75,8,9.8,12.1,disgust,student,97.0
81,7,1.6,2.3,No face detected,professional,60.5
30,12,8.5,9.3,No face detected,gamer,83.0
99,11,10.9,5.9,angry,student,100.0
107,14,2.3,8.3,disgust,professional,100.0
59,9,2.7,10.2,fear,professional,93.5
50,13,7.1,6.8,disgust,student,59.5
102,15,5.6,6.1,surprise,gamer,62.5
31,6,5.4,14.5,surprise,professional,64.0
54,0,9.2,2.3,surprise,professional,20.0
71,1,4.1,9.4,angry,gamer,66.5
65,15,6.4,14.2,surprise,professional,52.5
44,0,4.9,2.4,happy,gamer,30.0
26,13,4.1,15.0,sad,student,99.5
41,4,9.6,2.7,angry,casual,66.0
61,9,8.1,9.9,surprise,casual,73.5
103,4,10.1,12.0,surprise,gamer,61.0
68,5,9.2,6.3,disgust,casual,87.5
95,4,5.9,1.3,sad,professional,61.0
22,8,7.1,1.1,fear,professional,77.0
56,11,10.0,7.4,disgust,gamer,71.5
96,15,10.8,10.0,angry,gamer,100.0
96,9,7.8,1.2,sad,gamer,53.5
96,9,10.0,13.8,surprise,professional,73.5
58,6,6.8,15.8,No face detected,student,49.0
15,1,1.2,9.6,No face detected,gamer,81.5
83,12,1.1,0.9,happy,casual,73.0
63,10,6.1,13.7,angry,gamer,70.0
82,4,7.6,4.3,No face detected,gamer,21.0
99,9,6.4,8.3,disgust,professional,73.5
111,15,5.6,11.6,disgust,student,100.0
66,6,5.5,14.0,angry,gamer,74.0
62,13,10.5,15.4,fear,professional,100.0
55,13,1.1,15.2,angry,gamer,100.0
29,7,4.5,15.8,happy,gamer,75.5
70,3,7.3,15.0,No face detected,professional,44.5
102,14,10.7,15.4,fear,casual,100.0
106,15,7.2,8.0,neutral,casual,77.5
107,4,5.1,9.2,fear,professional,91.0
37,14,3.7,5.5,sad,professional,91.0
14,2,5.5,14.7,angry,student,98.0
86,5,5.8,9.6,fear,casual,100.0
62,6,1.1,1.2,surprise,gamer,39.0
10,1,1.0,14.8,No face detected,student,91.5
43,13,8.1,11.4,angry,casual,99.5
83,7,8.1,5.5,fear,professional,80.5
99,12,4.4,15.8,fear,professional,100.0
24,3,9.8,1.9,surprise,casual,24.5
34,5,2.5,4.6,happy,gamer,57.5
27,8,1.2,10.9,surprise,gamer,82.0
62,12,4.4,8.0,disgust,professional,73.0
118,11,7.0,8.7,disgust,student,86.5
109,8,10.3,10.7,happy,gamer,62.0
95,11,3.4,14.6,surprise,casual,91.5
20,5,4.6,7.3,disgust,student,82.5
24,9,4.9,2.1,fear,gamer,93.5
87,6,5.1,1.6,neutral,student,49.0
65,14,8.4,14.4,disgust,student,96.0
13,0,6.2,5.4,surprise,student,40.0
65,0,5.8,14.6,happy,casual,55.0
86,9,4.2,1.2,sad,casual,83.5
50,14,6.6,4.7,happy,student,21.0
21,4,9.9,12.2,neutral,gamer,76.0
92,5,4.8,4.7,happy,gamer,32.5
35,3,5.7,5.3,neutral,gamer,44.5
99,11,10.0,9.7,neutral,student,81.5
116,13,5.0,4.7,sad,casual,94.5
51,1,10.7,10.0,sad,student,66.5
64,9,3.9,6.1,happy,casual,68.5
96,9,9.3,5.9,angry,student,98.5
35,7,8.3,14.6,angry,gamer,100.0
90,12,10.6,0.8,angry,student,93.0
84,7,6.9,6.1,surprise,professional,35.5
10,12,9.6,7.0,surprise,gamer,73.0
16,14,7.7,3.2,No face detected,professional,61.0
50,14,2.8,15.8,fear,professional,100.0
119,13,5.1,9.4,disgust,student,99.5
76,0,5.3,12.8,fear,casual,100.0
50,14,2.9,14.6,fear,gamer,100.0
27,10,5.0,3.7,sad,gamer,80.0
46,13,5.1,9.8,disgust,casual,94.5
94,12,1.8,13.7,fear,gamer,100.0
76,7,3.2,5.8,No face detected,student,70.5
37,8,1.8,6.4,neutral,casual,67.0
97,5,3.7,7.3,fear,professional,92.5
46,13,9.4,11.8,surprise,gamer,64.5
48,7,3.4,10.0,disgust,professional,75.5
70,2,10.9,8.4,neutral,student,58.0
62,7,6.2,7.1,angry,gamer,55.5
14,1,4.0,2.2,happy,gamer,41.5
48,3,7.7,4.4,neutral,professional,14.5
94,1,1.5,2.5,neutral,professional,51.5
29,8,10.9,5.8,No face detected,casual,62.0
98,7,10.0,1.8,neutral,gamer,45.5
77,8,10.8,11.3,fear,gamer,87.0
34,1,3.6,14.9,No face detected,gamer,86.5
17,7,5.3,11.0,surprise,student,65.5
19,15,4.4,12.2,sad,student,100.0
40,10,9.1,8.1,happy,professional,45.0
17,14,4.0,12.4,No face detected,casual,86.0
28,15,10.0,1.4,neutral,student,57.5
21,15,8.8,10.0,angry,gamer,100.0
113,5,3.2,15.5,neutral,professional,87.5
104,10,8.4,13.6,happy,gamer,60.0
119,6,2.3,9.7,neutral,gamer,79.0
74,4,5.2,13.5,fear,casual,100.0
98,2,8.8,15.2,neutral,professional,63.0
63,6,9.3,6.1,surprise,casual,64.0
13,1,3.0,8.2,sad,gamer,86.5
54,0,1.4,10.0,sad,casual,100.0
49,0,6.2,2.3,sad,professional,30.0
46,5,1.3,6.5,surprise,gamer,57.5
21,3,10.3,8.0,sad,gamer,89.5
33,2,1.9,10.0,surprise,casual,63.0
49,0,2.0,13.0,neutral,student,60.0
91,2,5.0,13.1,fear,professional,93.0
54,1,4.0,7.9,No face detected,student,46.5
98,11,8.8,3.2,disgust,professional,71.5
83,3,5.5,10.9,disgust,student,84.5
60,9,1.5,12.6,disgust,gamer,88.5
79,4,4.5,15.4,happy,professional,46.0
93,11,2.2,1.9,neutral,professional,66.5
112,12,2.2,8.5,No face detected,gamer,88.0
42,9,4.1,1.6,happy,gamer,43.5
99,10,3.7,11.5,No face detected,casual,100.0
50,13,2.2,3.5,disgust,student,74.5
70,3,3.3,7.2,surprise,gamer,39.5
77,13,2.2,8.1,surprise,casual,99.5
98,6,1.5,1.6,angry,casual,99.0
54,3,10.1,10.7,No face detected,professional,54.5
24,1,3.6,11.8,angry,gamer,96.5
75,13,7.8,5.0,No face detected,casual,69.5
13,10,8.4,0.8,disgust,gamer,80.0
67,1,5.1,6.2,happy,gamer,21.5
52,6,6.5,2.7,disgust,student,39.0
43,0,4.4,11.9,happy,student,35.0
17,9,7.9,8.5,sad,gamer,78.5
39,9,2.1,5.4,sad,casual,88.5
33,15,5.4,4.8,fear,professional,87.5
120,0,2.3,0.9,No face detected,professional,65.0
87,8,6.1,7.8,neutral,casual,67.0
108,11,7.4,14.1,neutral,casual,76.5
57,3,4.3,8.7,sad,casual,84.5
119,3,8.3,8.6,neutral,student,64.5
57,7,9.3,9.5,surprise,student,45.5
36,10,11.0,4.9,No face detected,student,50.0
17,4,4.7,14.1,surprise,professional,76.0
48,9,7.1,13.9,disgust,professional,68.5
45,1,10.5,4.2,sad,casual,71.5
91,0,8.5,3.7,disgust,gamer,50.0
64,1,2.4,1.6,surprise,professional,31.5
58,10,8.6,12.8,fear,gamer,85.0
18,7,1.5,4.3,happy,casual,60.5
78,7,9.9,8.5,surprise,gamer,40.5
101,11,2.6,4.3,angry,professional,96.5
17,1,9.8,0.9,No face detected,gamer,56.5
72,12,10.4,13.0,disgust,professional,88.0
52,8,4.2,14.6,disgust,student,82.0
13,14,3.6,15.1,disgust,student,100.0
63,4,3.1,11.2,surprise,gamer,46.0
56,2,3.2,3.1,surprise,professional,28.0
36,10,4.7,2.3,sad,gamer,80.0
19,2,5.4,6.0,sad,casual,68.0
13,6,6.0,1.9,surprise,gamer,39.0
27,11,1.3,1.2,neutral,student,61.5
37,7,4.5,6.5,No face detected,professional,60.5
61,7,10.9,12.3,angry,student,100.0
16,0,3.0,7.4,surprise,casual,55.0
92,4,2.8,5.5,happy,student,66.0
73,11,10.7,9.2,No face detected,gamer,66.5
14,15,2.9,6.3,No face detected,student,97.5
46,11,9.6,1.9,angry,student,66.5
68,6,6.6,5.7,disgust,casual,74.0
109,15,2.3,10.0,No face detected,professional,97.5
39,15,7.0,15.0,happy,student,47.5
36,14,8.0,8.2,sad,gamer,81.0
22,2,9.8,13.0,happy,casual,43.0
53,15,3.3,2.7,sad,student,72.5
106,8,9.5,6.6,fear,professional,97.0
46,3,2.6,12.4,surprise,professional,54.5
50,9,5.1,3.0,No face detected,gamer,38.5
79,9,1.6,3.7,fear,professional,78.5
41,10,1.8,15.3,neutral,casual,90.0
18,6,1.3,4.8,disgust,student,84.0
64,5,1.4,13.5,sad,gamer,82.5
108,11,7.2,14.0,disgust,gamer,81.5
95,6,2.7,6.7,sad,gamer,84.0
20,9,5.3,4.3,sad,gamer,78.5
87,14,6.6,6.4,happy,gamer,31.0
43,13,6.8,5.4,sad,casual,74.5
26,12,8.2,7.1,fear,casual,88.0
62,9,7.9,11.8,No face detected,gamer,43.5
99,12,3.2,13.7,sad,professional,100.0
88,12,6.2,15.7,happy,student,63.0
64,10,10.3,2.2,fear,casual,95.0
82,0,6.7,5.6,disgust,casual,70.0
43,15,4.7,14.5,No face detected,student,77.5
47,6,4.4,7.2,disgust,gamer,74.0
113,1,4.9,14.5,No face detected,student,81.5
107,2,8.0,2.5,disgust,student,58.0
108,2,7.1,13.3,fear,casual,93.0
43,15,2.0,5.5,No face detected,professional,72.5
35,10,2.2,9.8,No face detected,gamer,90.0
61,10,10.6,12.1,happy,casual,80.0
47,2,6.0,9.0,surprise,student,23.0
113,6,3.6,10.0,fear,casual,100.0
92,14,4.9,9.0,No face detected,student,91.0
54,9,3.3,12.8,surprise,professional,58.5
57,6,1.2,14.5,disgust,gamer,89.0
38,10,1.7,9.9,happy,professional,65.0
32,8,1.8,10.7,surprise,gamer,82.0
41,9,10.1,2.7,surprise,gamer,53.5
94,8,3.8,10.9,No face detected,student,92.0
91,7,10.3,2.7,disgust,student,85.5
61,14,1.4,11.9,fear,student,100.0
43,14,5.3,9.3,No face detected,professional,61.0
82,1,4.2,15.9,neutral,gamer,51.5
90,3,4.9,0.7,disgust,casual,74.5
49,1,2.4,8.9,happy,gamer,46.5
62,8,9.2,6.0,sad,professional,67.0
40,2,1.1,10.8,sad,student,78.0
21,10,5.1,15.4,sad,gamer,100.0
117,9,10.9,6.4,sad,professional,98.5
119,13,8.7,13.1,sad,professional,100.0
116,0,9.3,13.6,disgust,student,95.0
43,11,7.1,2.8,happy,casual,26.5
111,7,4.6,4.3,happy,professional,50.5
92,15,2.4,15.4,angry,casual,100.0
98,1,2.4,8.0,sad,gamer,76.5
21,5,5.8,6.7,surprise,student,47.5
65,0,7.3,4.7,No face detected,student,25.0
71,1,1.3,1.4,No face detected,student,56.5
65,10,6.9,7.7,happy,gamer,25.0
88,11,5.1,4.9,surprise,professional,41.5
46,10,10.1,13.4,surprise,casual,75.0
95,7,7.9,3.0,neutral,casual,45.5
24,12,5.3,11.8,sad,casual,83.0
18,4,1.8,0.7,surprise,professional,61.0
120,4,8.7,9.5,happy,professional,56.0
59,12,6.6,1.8,happy,student,18.0
83,5,5.9,2.4,disgust,professional,57.5
77,1,8.2,5.7,neutral,casual,61.5
20,12,7.3,3.1,fear,casual,68.0
95,10,2.1,5.8,fear,professional,100.0
85,12,4.0,6.7,angry,gamer,78.0
55,7,2.6,5.0,angry,casual,100.0
75,6,4.2,9.4,neutral,student,64.0
107,8,5.5,14.8,happy,casual,72.0
51,14,3.4,2.9,No face detected,gamer,56.0
76,11,10.0,14.5,No face detected,student,86.5
110,6,10.2,4.2,surprise,professional,54.0
45,5,4.9,3.1,angry,gamer,67.5
32,1,3.2,6.7,neutral,professional,56.5
103,12,3.0,7.2,sad,student,100.0
107,1,3.0,11.4,No face detected,gamer,66.5
63,11,3.9,12.4,No face detected,student,86.5
95,8,2.5,11.6,No face detected,student,97.0
119,11,10.5,10.9,surprise,gamer,76.5
11,3,8.7,9.0,surprise,gamer,54.5
85,2,4.4,10.3,disgust,gamer,63.0
49,4,3.3,3.3,happy,student,26.0
33,6,7.7,3.6,happy,casual,19.0
35,11,4.5,2.9,neutral,casual,41.5
97,8,5.3,7.6,happy,gamer,42.0
71,0,6.5,6.0,angry,gamer,35.0
98,4,8.7,8.9,angry,gamer,71.0
91,9,3.8,9.1,sad,gamer,88.5
81,0,3.1,5.2,fear,casual,100.0
104,8,2.7,7.9,surprise,student,82.0
89,11,11.0,0.7,angry,gamer,71.5
37,2,3.5,3.3,sad,casual,63.0
26,8,9.3,8.8,neutral,student,62.0
103,3,4.8,2.8,happy,casual,44.5
94,14,4.6,12.0,neutral,student,91.0
29,3,5.6,12.0,surprise,student,49.5
86,4,3.6,3.3,angry,gamer,61.0
43,7,7.9,8.4,fear,professional,65.5
105,15,3.6,5.8,fear,gamer,97.5
85,1,7.5,2.5,No face detected,student,36.5
27,1,6.6,4.4,No face detected,professional,36.5
116,15,7.7,0.9,fear,professional,87.5
38,8,7.7,2.0,sad,professional,52.0
21,12,2.0,0.6,happy,gamer,68.0
40,12,7.8,14.8,angry,gamer,93.0
36,4,2.3,8.7,sad,casual,86.0
38,3,10.3,13.1,fear,student,89.5
60,7,2.6,8.6,sad,gamer,75.5
76,4,6.9,14.4,No face detected,casual,71.0
43,14,1.3,10.0,surprise,casual,91.0
97,6,5.6,14.3,No face detected,gamer,69.0
75,13,1.6,4.4,No face detected,casual,99.5
61,11,8.1,1.0,fear,student,76.5
72,12,6.4,13.5,happy,casual,68.0
112,7,3.7,8.0,surprise,gamer,65.5
33,4,8.3,9.2,sad,casual,71.0
24,9,10.1,15.8,sad,professional,100.0
80,11,3.5,13.0,sad,gamer,86.5
106,0,7.9,14.5,surprise,student,55.0
82,5,4.2,15.2,neutral,gamer,57.5
107,11,4.4,8.2,fear,student,100.0
59,5,9.1,4.3,sad,casual,77.5
80,7,10.1,6.2,angry,student,90.5
98,15,7.8,4.3,No face detected,gamer,47.5
26,9,9.1,8.8,surprise,casual,53.5
48,15,8.3,8.9,No face detected,professional,62.5
18,12,1.5,11.4,angry,student,100.0
58,5,4.5,15.4,fear,gamer,87.5
52,5,7.0,9.4,angry,student,57.5
63,11,5.6,2.9,sad,student,66.5
47,14,7.4,13.8,happy,professional,46.0
108,0,5.3,2.2,sad,casual,65.0
11,15,10.6,5.0,surprise,professional,72.5
77,5,10.9,10.0,disgust,gamer,72.5
113,6,2.6,14.8,angry,gamer,100.0
48,2,7.9,8.2,surprise,student,23.0
112,4,6.6,2.8,surprise,professional,36.0
29,15,3.6,7.0,surprise,casual,62.5
114,11,6.3,6.6,angry,casual,91.5
77,5,5.8,4.7,sad,professional,47.5
51,3,10.2,14.7,happy,gamer,49.5
78,10,7.9,8.3,neutral,professional,40.0
57,11,6.6,3.8,fear,student,56.5
67,5,7.0,5.2,surprise,gamer,12.5
65,1,8.7,5.0,surprise,gamer,16.5
87,15,6.5,11.2,angry,casual,100.0
119,5,5.1,8.7,angry,student,92.5
96,6,8.4,7.2,surprise,gamer,44.0
29,8,2.9,7.4,neutral,professional,77.0
53,0,1.3,11.9,neutral,professional,55.0
18,14,6.7,5.4,angry,casual,81.0
115,0,3.7,7.5,fear,casual,100.0
97,9,1.3,7.9,surprise,gamer,63.5
48,15,8.9,9.2,No face detected,student,62.5
20,2,4.7,1.6,disgust,student,63.0
115,15,7.4,13.5,happy,professional,72.5
90,2,7.1,15.4,happy,casual,53.0
82,14,9.4,4.6,No face detected,professional,61.0
39,15,3.7,9.4,sad,casual,97.5
75,12,5.0,13.7,sad,student,98.0
75,5,7.2,2.6,happy,casual,32.5
40,2,1.1,3.3,sad,student,58.0
67,11,5.0,12.8,No face detected,professional,61.5
111,3,2.4,7.6,angry,casual,100.0
60,8,9.8,8.9,fear,student,82.0
55,11,9.6,12.8,No face detected,professional,66.5
107,5,6.0,11.2,disgust,casual,87.5
97,15,4.0,9.5,surprise,professional,72.5
26,11,4.1,7.8,fear,casual,91.5
29,3,8.8,4.4,surprise,professional,39.5
101,6,2.5,1.6,surprise,student,64.0
14,13,2.0,6.6,angry,gamer,100.0
42,11,7.3,2.2,fear,casual,66.5
116,11,5.8,8.3,happy,gamer,56.5
47,0,6.0,1.4,sad,casual,40.0
37,8,1.5,5.4,angry,casual,92.0
93,7,6.9,4.1,angry,student,70.5
116,11,6.8,9.6,happy,student,56.5
74,7,5.2,2.0,angry,professional,55.5
16,6,1.9,10.4,neutral,student,84.0
105,13,4.5,15.1,No face detected,casual,99.5
63,7,3.4,12.4,angry,casual,100.0
77,2,5.5,15.4,fear,gamer,78.0
23,9,7.9,13.1,angry,student,88.5
32,15,5.9,9.7,happy,casual,57.5
54,3,2.0,14.9,surprise,student,59.5
80,1,6.6,6.4,disgust,student,56.5
72,8,2.9,5.0,No face detected,casual,92.0
48,13,1.1,1.8,angry,professional,79.5
13,10,7.6,4.6,happy,casual,40.0
60,9,6.6,10.0,surprise,casual,58.5
24,8,10.0,13.7,fear,casual,92.0
70,1,6.5,15.9,disgust,casual,76.5
106,14,10.8,8.0,No face detected,gamer,81.0
64,13,4.3,12.2,No face detected,gamer,69.5
94,4,9.7,11.3,fear,student,100.0
16,14,6.0,9.2,angry,professional,96.0
34,9,3.0,0.8,neutral,casual,43.5
118,1,5.6,5.2,No face detected,professional,61.5
54,9,9.7,12.5,angry,gamer,83.5
61,2,8.1,3.8,neutral,student,33.0
39,2,2.8,12.4,surprise,student,58.0
97,3,5.6,6.2,surprise,casual,59.5
57,3,6.9,6.5,fear,casual,74.5
111,5,10.0,4.4,No face detected,student,62.5
50,3,6.0,8.7,neutral,casual,44.5
110,5,3.2,6.3,happy,gamer,52.5
104,9,6.8,10.7,fear,student,98.5
105,4,1.5,14.2,disgust,gamer,100.0
110,8,3.8,16.0,angry,gamer,100.0
96,5,8.5,1.8,angry,gamer,62.5
101,12,4.8,4.1,surprise,student,63.0
33,5,2.9,14.1,sad,gamer,100.0
14,9,8.6,10.5,angry,professional,98.5
65,8,9.6,6.3,No face detected,professional,52.0
10,1,1.9,8.5,angry,professional,100.0
75,3,4.9,12.6,disgust,gamer,69.5
80,1,6.4,11.3,happy,professional,21.5
18,7,4.4,6.1,sad,professional,90.5
33,7,6.7,14.5,fear,casual,75.5
11,0,3.5,9.0,neutral,professional,70.0
83,13,10.8,15.5,disgust,student,100.0
83,11,6.1,2.3,sad,professional,56.5
117,0,6.0,14.4,neutral,student,60.0
45,0,8.3,7.2,happy,gamer,30.0
